13	Heavy Metal Ultra 2022	Kaili Rätsep	Estonia	Tartu	15	F	53:42	51:31	48:30	48:25	47:51	44:58	45:35	46:49	46:25	46:44	47:50	46:38	47:42	48:45	49:29																																																																																							
14	Heavy Metal Ultra 2022	Taavi Ilp	Estonia	Playtech Estonia	15	M	42:05	51:02	50:28	43:53	50:33	48:54	49:27	50:17	51:01	51:25	51:14	51:34	52:10	53:33	54:19																																																																																							
15	Heavy Metal Ultra 2022	Hannes Veide	Estonia	XTeam-KSV.ee	14	M	54:18	46:24	47:28	48:03	48:38	46:26	53:56	49:10	48:52	44:01	53:55	57:53	50:13	54:20																																																																																								
16	Heavy Metal Ultra 2022	Tauri Tamkivi	Estonia	Keila	13	M	35:55	34:17	35:14	34:42	34:08	35:36	36:12	36:32	37:36	40:22	40:08	42:42	48:29																																																																																									
17	Heavy Metal Ultra 2022	Krister Hallik	Estonia	Pärnu	13	M	45:59	50:11	50:35	37:46	48:55	38:33	48:50	48:36	47:20	50:20	55:13	52:28	58:11																																																																																									
18	Heavy Metal Ultra 2022	Silver Eensaar	Estonia	Tallinn	12	M	44:52	43:05	38:20	38:17	42:08	42:55	41:14	42:11	42:45	42:34	42:18	44:21																																																																																										
19	Heavy Metal Ultra 2022	Merle Lilleoru	Estonia	Tallinn	12	F	42:59	44:16	43:39	44:08	46:30	48:17	50:02	51:59	48:34	51:20	50:51	51:54																																																																																										
20	Heavy Metal Ultra 2022	Gerli Taumann	Estonia	MTÜ Guide Running Estonia	12	F	48:52	48:46	48:28	48:42	47:49	45:17	49:22	47:30	47:15	48:13	49:20	56:14																																																																																										
21	Heavy Metal Ultra 2022	Lauri Mänd	Estonia	Kiili	12	M	54:17	52:30	51:16	52:44	52:10	53:19	56:20	55:03	54:59	56:21	58:35	57:48																																																																																										
22	Heavy Metal Ultra 2022	Joonas Sarapuu	Estonia	Saaremaa	12	M	42:43	44:29	44:16	44:38	45:52	48:10	46:20	46:00	47:12	47:02	51:17	58:54																																																																																										
23	Heavy Metal Ultra 2022	Rain Bõmberg	Estonia	Jooksuklubi RUNNING100K	11	M	44:26	38:48	42:22	39:59	43:17	42:37	43:02	43:10	44:03	44:18	46:17																																																																																											
24	Heavy Metal Ultra 2022	Julia Rakitina	Estonia	Tartu	11	F	46:12	44:56	43:57	43:50	42:55	44:01	44:58	44:18	43:53	46:38	49:17																																																																																											
25	Heavy Metal Ultra 2022	Laura Komp	Estonia	Tallinn	11	F	48:52	48:46	48:28	48:40	47:48	45:41	46:50	47:27	47:53	49:03	53:23																																																																																											
26	Heavy Metal Ultra 2022	Indrek Ots	Estonia	Tallinn	10	M	43:46	39:18	39:09	39:45	40:19	41:02	40:20	40:41	40:51	41:47																																																																																												
27	Heavy Metal Ultra 2022	Peteri Grauen	Estonia	Keila	10	M	36:00	36:11	35:34	36:01	35:02	36:24	37:25	38:06	39:17	46:15																																																																																												
28	Heavy Metal Ultra 2022	Lauri Antalainen	Estonia	Tallinn	10	M	40:41	42:44	42:26	43:54	46:49	45:56	46:43	48:19	48:21	49:58																																																																																												
29	Heavy Metal Ultra 2022	Ulvi Lond	Estonia	Tartu	10	F	52:32	51:55	51:06	52:45	54:39	52:24	51:45	54:39	54:06	52:32																																																																																												
30	Heavy Metal Ultra 2022	Saamuel Klais	Estonia	Tartu	10	M	53:26	54:05	53:52	54:15	55:41	55:59	56:00	56:26	55:24	54:48																																																																																												
31	Heavy Metal Ultra 2022	Sven Viilmaa	Estonia	Ironsquad	9	M	43:02	42:28	43:47	45:23	46:48	46:34	44:45	43:14	43:10																																																																																													
32	Heavy Metal Ultra 2022	Andres Jakovlev	Estonia	Tallinn	9	M	53:59	52:49	49:15	46:12	48:05	50:22	47:31	52:30	56:16																																																																																													
33	Heavy Metal Ultra 2022	Tarmo Jõgi	Estonia	SK Merimetsa	9	M	43:17	45:05	44:12	44:06	49:28	46:23	47:03	52:21	56:27																																																																																													
34	Heavy Metal Ultra 2022	Raimo Tropp	Estonia	MTÜ Telia Spordiklubi	9	M	43:17	44:53	44:11	44:07	49:21	46:22	47:03	50:43	56:27																																																																																													
35	Heavy Metal Ultra 2022	Raul Kangur	Estonia	Saaremaa	8	M	42:36	43:56	43:29	43:32	42:08	42:07	40:17	36:17																																																																																														
36	Heavy Metal Ultra 2022	Robin Kütt	Estonia	Võru	8	M	55:30	55:03	55:45	54:15	54:55	53:10	52:54	54:16																																																																																														
37	Heavy Metal Ultra 2022	Markko Junolainen	Estonia	Kasispea	8	M	53:07	52:12	52:00	51:57	51:54	52:25	53:36	55:13																																																																																														
38	Heavy Metal Ultra 2022	Riina Klais-Peets	Estonia	XTeam-KSV.ee	8	F	54:14	54:04	53:50	54:16	55:38	55:56	56:03	57:00																																																																																														
39	Heavy Metal Ultra 2022	Lev Derjabin	Estonia	Estonia	8	M	49:07	48:52	48:40	48:26	49:40	49:14	52:02	57:03																																																																																														
40	Heavy Metal Ultra 2022	Robin Lõhmus	Estonia	Peetri	8	M	49:10	49:46	50:21	48:36	48:52	46:07	47:29	58:07																																																																																														
41	Heavy Metal Ultra 2022	Kaimar Kerno	Estonia	Keila	8	M	54:29	55:23	55:46	55:48	55:39	56:10	56:11	58:23																																																																																														
42	Heavy Metal Ultra 2022	Rauno Peel	Estonia	Riisipere	7	M	43:19	45:00	44:03	44:05	46:59	45:57	46:46																																																																																															
43	Heavy Metal Ultra 2022	Kalvi Arusaar	Estonia	Koeru Spordiklubi	7	F	41:50	44:18	43:26	43:52	45:53	44:54	47:52																																																																																															
44	Heavy Metal Ultra 2022	Andre Jakobson	Estonia	Tallinn	7	M	44:53	44:21	43:58	45:14	45:54	46:35	48:59																																																																																															
45	Heavy Metal Ultra 2022	Kertu Lepiksaar	Estonia	Keila / Tallinna Tehnikaülikool	7	F	41:01	43:50	41:24	43:47	47:34	45:44	49:45																																																																																															
46	Heavy Metal Ultra 2022	Raili Rüütel	Estonia	Saaremaa vald	7	F	42:47	44:22	44:34	48:07	48:45	52:32	54:11																																																																																															
47	Heavy Metal Ultra 2022	Helen Otto	Estonia	Rae	7	F	54:18	52:51	51:59	53:08	54:09	53:07	54:31																																																																																															
48	Heavy Metal Ultra 2022	Tiina Kapten	Estonia	Tallinn	7	F	48:39	49:06	49:05	51:12	53:53	55:06	55:20																																																																																															
49	Heavy Metal Ultra 2022	Erkki Vähi	Estonia	Saku	7	M	49:45	50:35	50:37	52:31	52:40	52:33	55:47																																																																																															
50	Heavy Metal Ultra 2022	Marek Lints	Estonia	Saku	7	M	44:43	38:52	39:51	39:43	42:03	42:30	55:48																																																																																															
51	Heavy Metal Ultra 2022	Viigi Kipper	Estonia	SK Võhma	7	F	50:12	55:22	55:45	55:37	55:39	56:09	56:10																																																																																															
52	Heavy Metal Ultra 2022	Jüri Käosaar	Estonia	Tabasalu	7	M	54:10	53:51	53:18	54:24	53:38	53:33	56:13																																																																																															
53	Heavy Metal Ultra 2022	Helle Persitski	Estonia	SK ProRunner	7	F	54:25	54:42	54:34	54:49	56:16	56:46	57:08																																																																																															
54	Heavy Metal Ultra 2022	Karin Tensing	Estonia	SK ProRunner	7	F	54:17	54:14	54:57	52:43	53:27	53:24	57:28																																																																																															
55	Heavy Metal Ultra 2022	Ülar Aasa	Estonia	Tallinn	7	M	54:03	52:25	51:53	53:08	53:58	55:55	57:25																																																																																															
56	Heavy Metal Ultra 2022	Mikk Prantsen	Estonia	Lehetu	7	M	54:27	52:26	52:20	51:40	53:28	53:15	59:39																																																																																															
57	Heavy Metal Ultra 2022	Aivi Laurik	Estonia	Keila linn	6	F	43:46	45:02	44:35	45:35	46:50	49:05																																																																																																
58	Heavy Metal Ultra 2022	Anita Sepp	Estonia	Ironsquad	5	F	43:02	42:28	43:48	45:23	50:37																																																																																																	
59	Heavy Metal Ultra 2022	Aimar Liiver	Estonia	Telia SK	5	M	43:06	45:01	44:09	45:27	50:46																																																																																																	
60	Heavy Metal Ultra 2022	Koit Veiler	Estonia	Keila	5	M	46:25	49:08	48:30	51:19	52:36																																																																																																	
61	Heavy Metal Ultra 2022	Andrejas Uidaküll	Estonia	Kose	5	M	44:56	45:07	46:58	49:46	53:22																																																																																																	
62	Heavy Metal Ultra 2022	Edgar Dubbelman	Estonia	Jooksev Meeter	5	M	54:27	53:58	53:34	54:31	56:41																																																																																																	
63	Heavy Metal Ultra 2022	Andres Meensalu	Estonia	Tallinn	5	M	50:08	52:56	52:37	54:17	56:54																																																																																																	
64	Heavy Metal Ultra 2022	Karl Sachris	Estonia	Tallinn	4	M	43:06	45:01	44:18	44:09																																																																																																		
65	Heavy Metal Ultra 2022	Alari Joona	Estonia	Kose	4	M	44:51	45:09	45:33	54:16																																																																																																		
66	Heavy Metal Ultra 2022	Madis Reisenbuk	Estonia	Tammispää	4	M	50:32	51:54	51:34	57:17																																																																																																		
67	Heavy Metal Ultra 2022	Paul Nael	Estonia	Tallinn	3	M	45:23	46:56	50:28																																																																																																			
68	Heavy Metal Ultra 2022	Sander Kangur	Estonia	Tallinn	3	M	49:11	49:48	50:23																																																																																																			
69	Heavy Metal Ultra 2022	Vilve Pilv	Estonia	Tallinn	3	F	52:27	52:29	54:50																																																																																																			
70	Heavy Metal Ultra 2022	Johannes Nõupuu	Estonia	Tallinn	3	M	53:04	52:49	54:49																																																																																																			
71	Heavy Metal Ultra 2022	Heiki Prants	Estonia	Võru	3	M	47:34	51:36	55:45																																																																																																			
72	Heavy Metal Ultra 2022	Riina Tammistu	Estonia	Tammispää	3	F	51:52	52:36	57:40																																																																																																			
73	Heavy Metal Ultra 2022	Karin Laurik	Estonia	Tallinn	3	F	54:21	55:55	58:12																																																																																																			
