11	Heavy Metal Ultra 2021	Liina Kesamaa	Estonia	Triathlon Estonia	16	F	50:38	50:51	49:05	50:49	49:52	49:53	50:18	52:27	51:21	53:35	51:31	47:17	49:17	51:48	51:24	55:51																																																																																						
12	Heavy Metal Ultra 2021	Ülar Aasa	Estonia	Tallinn	16	M	55:18	54:49	54:16	54:25	54:55	54:51	55:31	53:09	54:50	54:18	55:26	52:58	54:11	53:54	54:38	56:40																																																																																						
13	Heavy Metal Ultra 2021	Peteris Cabulis	Latvia	Valka	15	M	41:37	37:47	38:39	39:59	42:23	41:39	44:38	42:42	44:12	45:30	44:07	38:44	45:44	42:58	38:59																																																																																							
14	Heavy Metal Ultra 2021	Kristjan Juur	Estonia	Tartu	15	M	47:46	48:44	46:14	48:31	44:43	46:23	46:28	48:06	47:22	45:08	46:32	42:32	41:51	43:36	47:04																																																																																							
15	Heavy Metal Ultra 2021	Gunnar Kingo	Estonia	Tallinn	15	M	49:02	51:57	53:41	52:08	51:23	52:25	51:45	51:26	52:07	52:53	53:02	49:54	49:55	48:20	48:55																																																																																							
16	Heavy Metal Ultra 2021	Andrei King	Estonia	Tallinn	15	M	49:21	48:49	48:03	49:02	49:32	49:33	49:24	49:10	49:02	48:07	48:34	45:07	48:22	48:45	49:06																																																																																							
17	Heavy Metal Ultra 2021	Raido Tisler	Estonia	Tallinn	15	M	44:40	46:42	44:32	45:52	45:46	47:37	47:07	46:09	46:47	47:29	50:24	46:00	50:23	50:11	51:46																																																																																							
18	Heavy Metal Ultra 2021	Martins Freibergs	Latvia	Latvia TrailRace	15	M	43:51	42:03	41:52	41:54	44:02	44:59	45:37	46:03	46:26	47:13	48:26	45:33	48:49	50:14	53:08																																																																																							
19	Heavy Metal Ultra 2021	Gerli Taumann	Estonia	Guide Running Estonia	15	F	50:09	50:40	48:23	49:48	49:38	49:28	48:54	45:16	49:15	47:55	48:49	48:17	42:04	52:15	54:33																																																																																							
20	Heavy Metal Ultra 2021	Tõnis Tõnström	Estonia	Tallinn	15	M	50:10	50:39	48:24	49:51	49:39	49:30	48:55	48:37	49:14	47:55	48:49	48:18	46:26	52:15	54:34																																																																																							
21	Heavy Metal Ultra 2021	Raul Kangur	Estonia	PEKO/ Saaremaa	14	M	48:56	48:46	48:12	49:06	48:56	49:20	48:53	49:50	49:15	51:19	52:07	46:23	46:48	48:08																																																																																								
22	Heavy Metal Ultra 2021	Heno Ivanov	Estonia	Tartu	13	M	43:54	45:25	47:57	49:57	44:14	49:36	48:26	49:58	49:00	46:28	46:46	41:58	41:33																																																																																									
23	Heavy Metal Ultra 2021	Andre Petraudze	Estonia	RGB	13	M	48:44	50:29	48:03	47:15	45:16	48:53	48:20	46:55	47:54	49:39	48:31	44:23	46:04																																																																																									
24	Heavy Metal Ultra 2021	Triin Rast	Estonia	Mikkeller Running Club Tallinn	13	F	48:44	50:30	48:04	47:23	45:17	48:53	48:21	46:54	47:56	49:40	48:45	44:25	46:04																																																																																									
25	Heavy Metal Ultra 2021	Sander Jaama	Estonia	Põltsamaa	13	M	54:00	50:42	50:36	50:50	50:08	50:41	50:27	51:40	51:14	51:53	54:08	52:53	53:17																																																																																									
26	Heavy Metal Ultra 2021	Ulvi Lond	Estonia	Tartu	13	F	46:19	48:45	48:19	49:06	49:34	51:36	52:38	52:16	54:17	53:37	56:45	50:15	53:22																																																																																									
27	Heavy Metal Ultra 2021	Mihkel Šorin	Estonia	Ansambel Raev	13	M	48:46	50:41	48:03	48:41	49:07	49:51	48:22	46:45	48:02	48:47	49:02	49:58	55:09																																																																																									
28	Heavy Metal Ultra 2021	Lauri Antalainen	Estonia	SK Tallinn Trail	12	M	45:32	45:03	44:43	43:31	44:32	44:24	44:44	44:33	44:11	44:52	45:44	42:59																																																																																										
29	Heavy Metal Ultra 2021	Oskar Helde	Estonia	Tallinn	12	M	50:11	50:45	46:29	46:33	43:09	41:42	44:11	40:53	46:25	46:24	46:40	45:38																																																																																										
30	Heavy Metal Ultra 2021	Silver Eensaar	Estonia	Tallinn	12	M	50:53	51:13	51:04	53:37	40:14	48:52	43:24	43:35	45:32	47:01	44:09	47:54																																																																																										
31	Heavy Metal Ultra 2021	Kaimar Kerno	Estonia	Keila	12	M	48:37	48:42	46:27	46:01	45:54	48:43	49:12	52:02	54:15	54:21	56:00	54:27																																																																																										
32	Heavy Metal Ultra 2021	Martinš Kacens	Latvia	Stopini	12	M	49:43	50:10	50:16	49:39	52:36	52:21	52:16	52:40	53:18	54:45	56:21	55:04																																																																																										
33	Heavy Metal Ultra 2021	Joost Simons	Netherlands	Team Simons	12	M	50:31	50:08	48:54	49:29	50:53	49:32	51:10	51:49	53:01	53:44	54:53	55:13																																																																																										
34	Heavy Metal Ultra 2021	Sille Mustonen	Estonia	Viimsi vald	11	F	44:27	43:36	42:18	41:49	43:14	42:23	41:43	42:09	41:45	44:08	46:44																																																																																											
35	Heavy Metal Ultra 2021	Mikk Prantsen	Estonia	Loo	11	M	54:54	55:48	53:30	54:11	53:08	53:21	55:44	53:51	57:58	59:02	58:34																																																																																											
36	Heavy Metal Ultra 2021	Tarmo Jõgi	Estonia	SK Merimetsa	10	M	45:38	46:36	46:16	46:59	46:38	47:00	47:38	46:16	45:51	49:05																																																																																												
37	Heavy Metal Ultra 2021	Kertu Lepiksaar	Estonia	Keila/Tallinna Tehnikaülikool	10	F	45:47	45:56	46:37	42:46	45:07	44:54	44:53	45:30	45:01	51:25																																																																																												
38	Heavy Metal Ultra 2021	Andres Jakovlev	Estonia	Tallinn	10	M	51:12	50:18	50:05	49:14	50:00	49:21	50:04	46:28	51:39	53:33																																																																																												
39	Heavy Metal Ultra 2021	Fred Sooläte	Estonia	Tallinn	10	M	46:27	47:53	47:48	48:58	49:20	49:20	48:08	49:00	48:58	54:24																																																																																												
40	Heavy Metal Ultra 2021	Piret Saar-Reismaa	Estonia	Tallinn	10	F	48:42	48:38	48:10	49:24	49:28	49:37	49:46	50:11	50:46	54:28																																																																																												
41	Heavy Metal Ultra 2021	Martin Mäng	Estonia	Tallinn	10	M	49:56	50:22	49:45	49:49	49:39	50:13	50:33	49:57	50:23	54:40																																																																																												
42	Heavy Metal Ultra 2021	Ian Whiteside	Finland	Espoo	10	M	48:55	50:35	49:53	52:15	52:05	53:11	53:27	53:29	56:00	56:57																																																																																												
43	Heavy Metal Ultra 2021	Dmitri Šastin	Estonia	Mynyddwyr De Cymru	10	M	44:21	43:43	43:08	41:28	42:49	48:21	49:51	53:40	56:04	57:13																																																																																												
44	Heavy Metal Ultra 2021	Mart Maasikrand	Estonia	Tallinn	9	M	48:38	50:20	49:37	49:54	50:53	50:40	50:08	53:04	55:01																																																																																													
45	Heavy Metal Ultra 2021	Riina Klais-Peets	Estonia	Tartu	9	F	54:25	54:17	53:55	53:46	52:12	53:40	53:49	54:04	55:02																																																																																													
46	Heavy Metal Ultra 2021	Meelis Kosk	Estonia		8	M	48:35	50:22	48:53	49:03	48:19	48:27	47:05	46:27																																																																																														
47	Heavy Metal Ultra 2021	Heiki Prants	Estonia	Võru	8	M	40:49	39:45	40:31	42:35	45:44	49:28	48:46	48:14																																																																																														
48	Heavy Metal Ultra 2021	Karl Sachris	Estonia	Tallinn	8	M	47:47	49:46	46:28	49:14	48:09	47:05	48:11	48:47																																																																																														
49	Heavy Metal Ultra 2021	Raimo Tropp	Estonia	SK Merimetsa	8	M	45:38	46:36	46:14	46:55	46:38	47:00	47:38	52:23																																																																																														
50	Heavy Metal Ultra 2021	Helen Otto	Estonia	Harjumaa	8	F	54:43	54:47	52:44	54:03	53:26	54:47	53:31	53:49																																																																																														
51	Heavy Metal Ultra 2021	Märt Orgusaar	Estonia	Harjumaa	8	M	46:29	48:52	40:30	52:17	51:01	52:26	53:03	53:53																																																																																														
52	Heavy Metal Ultra 2021	Paul Nael	Estonia	Tallinn	8	M	51:21	52:22	50:19	49:07	50:52	51:32	52:42	54:24																																																																																														
53	Heavy Metal Ultra 2021	Edgar Dubbelman	Estonia	Tabasalu	8	M	54:54	55:46	53:28	54:10	54:25	55:42	56:20	56:01																																																																																														
54	Heavy Metal Ultra 2021	Urmas Kõrgvee	Estonia	Suusahullud	8	M	55:31	54:12	54:06	53:36	54:56	55:55	56:36	56:12																																																																																														
55	Heavy Metal Ultra 2021	Markko Junolainen	Estonia	Kasispea	7	M	46:10	50:38	47:11	47:23	45:37	49:45	46:26																																																																																															
56	Heavy Metal Ultra 2021	Madis Reisenbuk	Estonia	Mustvee vald	7	M	54:01	51:37	52:55	53:43	51:49	52:01	52:12																																																																																															
57	Heavy Metal Ultra 2021	Taavi Fuchs	Estonia	Tallinn	7	M	52:32	53:58	48:14	50:55	53:58	46:22	53:00																																																																																															
58	Heavy Metal Ultra 2021	Viljar Paalaroos	Estonia	Keila	7	M	50:47	50:30	48:41	49:14	50:15	53:42	54:53																																																																																															
59	Heavy Metal Ultra 2021	Hene Karumaa	Estonia	Harjumaa	7	F	48:12	51:10	53:32	54:18	53:46	54:30	55:28																																																																																															
60	Heavy Metal Ultra 2021	Indrek Kustavus	Estonia	Vääna-Jõesuu	7	M	54:42	54:46	52:43	54:09	53:32	55:51	56:15																																																																																															
61	Heavy Metal Ultra 2021	Vilve Pilv	Estonia	Tallinn	7	F	54:05	50:34	52:50	53:46	55:07	57:21	55:55																																																																																															
62	Heavy Metal Ultra 2021	Mirjam Iher	Estonia	Tartu	7	F	51:42	51:35	49:36	53:02	55:36	55:57	56:57																																																																																															
63	Heavy Metal Ultra 2021	Koit Veiler	Estonia	Keila	7	M	47:44	48:28	46:43	48:43	50:43	56:00	59:16																																																																																															
64	Heavy Metal Ultra 2021	Siiri Leskov	Estonia	SK Jooksupartner	5	F	41:11	38:42	36:42	36:57	51:26																																																																																																	
65	Heavy Metal Ultra 2021	Viigi Kipper	Estonia	SK Võhma	5	F	48:42	48:50	48:18	56:12	53:00																																																																																																	
66	Heavy Metal Ultra 2021	Ivar Krustok	Estonia	Keila	5	M	46:33	47:53	46:44	49:43	57:47																																																																																																	
67	Heavy Metal Ultra 2021	Karin Laurik	Estonia	Tallinn	4	F	54:24	53:14	53:38	56:12																																																																																																		
68	Heavy Metal Ultra 2021	Peeter Ingerma	Estonia	UP Sport	4	M	51:39	53:34	52:54	56:29																																																																																																		
69	Heavy Metal Ultra 2021	Riina Tammistu	Estonia	Tammispää	4	F	54:46	54:06	56:08	58:37																																																																																																		
70	Heavy Metal Ultra 2021	Ivi Juknaite	Estonia	Paide	2	F	49:37	52:22																																																																																																				
